TransactionID,UserID,CourseID,TransactionDate,Amount,PaymentMethod,TeacherID,CourseName,CourseCategory,CourseType,CourseLevel,CoursePrice,CourseDuration,CourseRating,TeacherName,TeacherAge,TeacherGender,Expertise,YearsOfExperience,TeacherRating,UserName,UserAge,UserGender,Email
TT01077,U01724,CR00059,2025-05-25,0.0,Bank Transfer,TC00040,Affiliate Marketing,Digital Marketing,Free,Intermediate,0.0,5.95,4.66,Kimberly Miller,49,Male,Cybersecurity,24,4.58,juan81,17,Male,scottmendoza@hotmail.com
TT01078,U01724,CR00005,2025-11-24,0.0,Credit Card,TC00040,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,Kimberly Miller,49,Male,Cybersecurity,24,4.58,juan81,17,Male,scottmendoza@hotmail.com
TT01079,U01724,CR00027,2025-12-20,0.0,PayPal,TC00042,Neural Networks,Machine Learning,Free,Advanced,0.0,9.3,1.81,Yolanda Levine,49,Female,Machine Learning,21,4.97,juan81,17,Male,scottmendoza@hotmail.com
TT01080,U01724,CR00032,2025-11-06,0.0,Bank Transfer,TC00040,Ethical Hacking,Cybersecurity,Free,Advanced,0.0,16.74,2.38,Kimberly Miller,49,Male,Cybersecurity,24,4.58,juan81,17,Male,scottmendoza@hotmail.com
TT01081,U01724,CR00050,2025-02-28,490.9,Credit Card,TC00040,Computer Vision,Artificial Intelligence,Paid,Beginner,490.9,7.55,4.55,Kimberly Miller,49,Male,Cybersecurity,24,4.58,juan81,17,Male,scottmendoza@hotmail.com
TT01082,U01726,CR00028,2025-12-26,0.78,Credit Card,TC00042,Deep Learning,Machine Learning,Paid,Advanced,0.78,44.96,3.89,Yolanda Levine,49,Female,Machine Learning,21,4.97,qschwartz,32,Female,chelseycoleman@gmail.com
TT01083,U01726,CR00055,2025-06-17,57.32,PayPal,TC00040,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,Kimberly Miller,49,Male,Cybersecurity,24,4.58,qschwartz,32,Female,chelseycoleman@gmail.com
TT01084,U01729,CR00050,2025-03-12,490.9,Credit Card,TC00040,Computer Vision,Artificial Intelligence,Paid,Beginner,490.9,7.55,4.55,Kimberly Miller,49,Male,Cybersecurity,24,4.58,michael78,29,Female,dwayne77@yahoo.com
TT01085,U01729,CR00039,2025-11-16,346.71,Bank Transfer,TC00042,Project Planning,Project Management,Paid,Advanced,346.71,3.42,1.23,Yolanda Levine,49,Female,Machine Learning,21,4.97,michael78,29,Female,dwayne77@yahoo.com
TT01086,U01729,CR00007,2025-07-09,0.0,Credit Card,TC00040,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,Kimberly Miller,49,Male,Cybersecurity,24,4.58,michael78,29,Female,dwayne77@yahoo.com
TT01087,U01729,CR00042,2025-10-27,0.0,Bank Transfer,TC00042,Investment Strategies,Finance,Free,Intermediate,0.0,34.83,4.1,Yolanda Levine,49,Female,Machine Learning,21,4.97,michael78,29,Female,dwayne77@yahoo.com
TT01088,U01745,CR00060,2025-07-27,0.0,PayPal,TC00042,Content Creation,Digital Marketing,Free,Beginner,0.0,8.95,2.14,Yolanda Levine,49,Female,Machine Learning,21,4.97,jasonwatts,21,Female,wvilla@yahoo.com
TT01089,U01745,CR00023,2025-11-15,0.0,PayPal,TC00040,Machine Learning Fundamentals,Data Science,Free,Intermediate,0.0,9.71,3.02,Kimberly Miller,49,Male,Cybersecurity,24,4.58,jasonwatts,21,Female,wvilla@yahoo.com
TT01090,U01745,CR00022,2025-04-27,0.0,PayPal,TC00042,Data Visualization,Data Science,Free,Beginner,0.0,32.64,3.65,Yolanda Levine,49,Female,Machine Learning,21,4.97,jasonwatts,21,Female,wvilla@yahoo.com
TT01091,U01745,CR00055,2025-10-24,57.32,Bank Transfer,TC00040,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,Kimberly Miller,49,Male,Cybersecurity,24,4.58,jasonwatts,21,Female,wvilla@yahoo.com
TT01092,U01746,CR00040,2025-12-01,327.99,Credit Card,TC00040,Leadership in Projects,Project Management,Paid,Beginner,327.99,12.13,1.51,Kimberly Miller,49,Male,Cybersecurity,24,4.58,jodiortega,24,Male,nathaniel40@outlook.com
TT01093,U01746,CR00007,2025-05-26,0.0,Credit Card,TC00042,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,Yolanda Levine,49,Female,Machine Learning,21,4.97,jodiortega,24,Male,nathaniel40@outlook.com
TT01094,U01746,CR00024,2025-10-30,117.68,Credit Card,TC00040,Big Data Analytics,Data Science,Paid,Advanced,117.68,48.09,2.57,Kimberly Miller,49,Male,Cybersecurity,24,4.58,jodiortega,24,Male,nathaniel40@outlook.com
TT01095,U01746,CR00001,2025-09-26,472.28,PayPal,TC00040,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,Kimberly Miller,49,Male,Cybersecurity,24,4.58,jodiortega,24,Male,nathaniel40@outlook.com
TT01096,U01762,CR00007,2025-09-09,0.0,PayPal,TC00040,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,Kimberly Miller,49,Male,Cybersecurity,24,4.58,dustin24,33,Male,reeveschristopher@yahoo.com
TT01097,U01762,CR00011,2025-12-03,326.02,PayPal,TC00042,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,Yolanda Levine,49,Female,Machine Learning,21,4.97,dustin24,33,Male,reeveschristopher@yahoo.com
TT01098,U01762,CR00018,2025-07-14,0.0,PayPal,TC00042,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,Yolanda Levine,49,Female,Machine Learning,21,4.97,dustin24,33,Male,reeveschristopher@yahoo.com
TT01099,U01762,CR00048,2025-08-23,0.0,Credit Card,TC00040,AI Ethics,Artificial Intelligence,Free,Beginner,0.0,42.7,3.64,Kimberly Miller,49,Male,Cybersecurity,24,4.58,dustin24,33,Male,reeveschristopher@yahoo.com
TT01100,U01773,CR00054,2025-10-03,0.0,PayPal,TC00042,Backend Development with Node.js,Web Development,Free,Beginner,0.0,48.57,3.32,Yolanda Levine,49,Female,Machine Learning,21,4.97,tanya67,17,Male,ernestgregory@outlook.com
TT01101,U01773,CR00015,2025-04-07,285.05,PayPal,TC00042,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,Yolanda Levine,49,Female,Machine Learning,21,4.97,tanya67,17,Male,ernestgregory@outlook.com
TT01102,U01773,CR00051,2025-01-21,37.89,PayPal,TC00040,HTML & CSS,Web Development,Paid,Advanced,37.89,24.11,1.3,Kimberly Miller,49,Male,Cybersecurity,24,4.58,tanya67,17,Male,ernestgregory@outlook.com
TT01103,U01773,CR00045,2025-11-11,0.0,PayPal,TC00042,Financial Modeling,Finance,Free,Advanced,0.0,6.36,1.59,Yolanda Levine,49,Female,Machine Learning,21,4.97,tanya67,17,Male,ernestgregory@outlook.com
TT01104,U01773,CR00001,2025-11-06,472.28,PayPal,TC00042,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,Yolanda Levine,49,Female,Machine Learning,21,4.97,tanya67,17,Male,ernestgregory@outlook.com
TT01105,U01786,CR00043,2025-01-25,0.0,PayPal,TC00040,Corporate Finance,Finance,Free,Beginner,0.0,31.77,4.14,Kimberly Miller,49,Male,Cybersecurity,24,4.58,joseph21,25,Female,michaeljimenez@hotmail.com
TT01106,U01786,CR00036,2025-08-07,0.0,PayPal,TC00042,Agile Project Management,Project Management,Free,Beginner,0.0,15.75,4.68,Yolanda Levine,49,Female,Machine Learning,21,4.97,joseph21,25,Female,michaeljimenez@hotmail.com
TT01107,U01786,CR00008,2025-05-06,0.0,Bank Transfer,TC00040,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,Kimberly Miller,49,Male,Cybersecurity,24,4.58,joseph21,25,Female,michaeljimenez@hotmail.com
TT01108,U01786,CR00050,2025-07-07,490.9,PayPal,TC00042,Computer Vision,Artificial Intelligence,Paid,Beginner,490.9,7.55,4.55,Yolanda Levine,49,Female,Machine Learning,21,4.97,joseph21,25,Female,michaeljimenez@hotmail.com
TT01109,U01789,CR00003,2025-11-01,0.0,Credit Card,TC00042,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,Yolanda Levine,49,Female,Machine Learning,21,4.97,rodriguezjacob,33,Female,bryandennis@hotmail.com
TT01110,U01789,CR00054,2025-03-04,0.0,Bank Transfer,TC00040,Backend Development with Node.js,Web Development,Free,Beginner,0.0,48.57,3.32,Kimberly Miller,49,Male,Cybersecurity,24,4.58,rodriguezjacob,33,Female,bryandennis@hotmail.com
TT01111,U01789,CR00001,2025-08-07,472.28,Credit Card,TC00040,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,Kimberly Miller,49,Male,Cybersecurity,24,4.58,rodriguezjacob,33,Female,bryandennis@hotmail.com
TT01112,U01789,CR00055,2025-09-05,57.32,PayPal,TC00042,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,Yolanda Levine,49,Female,Machine Learning,21,4.97,rodriguezjacob,33,Female,bryandennis@hotmail.com
TT01113,U01795,CR00049,2025-04-11,415.51,Credit Card,TC00042,Deep Learning,Artificial Intelligence,Paid,Intermediate,415.51,28.33,3.11,Yolanda Levine,49,Female,Machine Learning,21,4.97,wtorres,15,Female,jessica84@outlook.com
TT01114,U01795,CR00048,2025-12-02,0.0,PayPal,TC00042,AI Ethics,Artificial Intelligence,Free,Beginner,0.0,42.7,3.64,Yolanda Levine,49,Female,Machine Learning,21,4.97,wtorres,15,Female,jessica84@outlook.com
TT01115,U01795,CR00019,2025-06-29,0.0,Credit Card,TC00042,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98,Yolanda Levine,49,Female,Machine Learning,21,4.97,wtorres,15,Female,jessica84@outlook.com
TT01116,U01805,CR00013,2025-02-06,0.0,Credit Card,TC00042,Finance for Startups,Business,Free,Advanced,0.0,15.84,2.0,Yolanda Levine,49,Female,Machine Learning,21,4.97,bridget73,21,Male,swilson@outlook.com
TT01117,U01805,CR00022,2025-08-10,0.0,Bank Transfer,TC00040,Data Visualization,Data Science,Free,Beginner,0.0,32.64,3.65,Kimberly Miller,49,Male,Cybersecurity,24,4.58,bridget73,21,Male,swilson@outlook.com
TT01118,U01805,CR00053,2025-03-05,0.0,PayPal,TC00042,React for Beginners,Web Development,Free,Advanced,0.0,40.07,2.67,Yolanda Levine,49,Female,Machine Learning,21,4.97,bridget73,21,Male,swilson@outlook.com
TT01119,U01805,CR00037,2025-09-05,0.0,Credit Card,TC00040,Scrum Essentials,Project Management,Free,Intermediate,0.0,33.93,3.45,Kimberly Miller,49,Male,Cybersecurity,24,4.58,bridget73,21,Male,swilson@outlook.com
TT01120,U01809,CR00058,2025-03-11,0.0,Bank Transfer,TC00040,Social Media Strategy,Digital Marketing,Free,Beginner,0.0,1.46,4.44,Kimberly Miller,49,Male,Cybersecurity,24,4.58,alexanderyork,24,Female,sanchezmichelle@gmail.com
TT01121,U01809,CR00034,2025-12-18,394.26,PayPal,TC00040,Data Encryption,Cybersecurity,Paid,Intermediate,394.26,47.44,1.35,Kimberly Miller,49,Male,Cybersecurity,24,4.58,alexanderyork,24,Female,sanchezmichelle@gmail.com
TT01122,U01809,CR00037,2025-03-25,0.0,Credit Card,TC00042,Scrum Essentials,Project Management,Free,Intermediate,0.0,33.93,3.45,Yolanda Levine,49,Female,Machine Learning,21,4.97,alexanderyork,24,Female,sanchezmichelle@gmail.com
TT01123,U01809,CR00050,2025-11-06,490.9,Bank Transfer,TC00040,Computer Vision,Artificial Intelligence,Paid,Beginner,490.9,7.55,4.55,Kimberly Miller,49,Male,Cybersecurity,24,4.58,alexanderyork,24,Female,sanchezmichelle@gmail.com
TT01124,U01809,CR00030,2025-12-13,0.0,PayPal,TC00042,Reinforcement Learning,Machine Learning,Free,Intermediate,0.0,38.49,1.73,Yolanda Levine,49,Female,Machine Learning,21,4.97,alexanderyork,24,Female,sanchezmichelle@gmail.com
TT01125,U01810,CR00039,2025-05-10,346.71,PayPal,TC00042,Project Planning,Project Management,Paid,Advanced,346.71,3.42,1.23,Yolanda Levine,49,Female,Machine Learning,21,4.97,bridgetjohnson,15,Female,cgonzalez@outlook.com
TT01126,U01810,CR00050,2025-10-10,490.9,Bank Transfer,TC00040,Computer Vision,Artificial Intelligence,Paid,Beginner,490.9,7.55,4.55,Kimberly Miller,49,Male,Cybersecurity,24,4.58,bridgetjohnson,15,Female,cgonzalez@outlook.com
TT01127,U01810,CR00012,2025-12-22,487.92,Credit Card,TC00042,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,Yolanda Levine,49,Female,Machine Learning,21,4.97,bridgetjohnson,15,Female,cgonzalez@outlook.com
TT01128,U01810,CR00054,2025-12-16,0.0,Bank Transfer,TC00042,Backend Development with Node.js,Web Development,Free,Beginner,0.0,48.57,3.32,Yolanda Levine,49,Female,Machine Learning,21,4.97,bridgetjohnson,15,Female,cgonzalez@outlook.com
TT01129,U01810,CR00010,2025-07-22,0.0,PayPal,TC00042,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,Yolanda Levine,49,Female,Machine Learning,21,4.97,bridgetjohnson,15,Female,cgonzalez@outlook.com
TT01130,U01812,CR00025,2025-04-09,299.57,Bank Transfer,TC00040,Statistical Analysis,Data Science,Paid,Beginner,299.57,48.32,3.74,Kimberly Miller,49,Male,Cybersecurity,24,4.58,drussell,17,Male,vbernard@gmail.com
TT01131,U01812,CR00060,2025-11-22,0.0,Bank Transfer,TC00042,Content Creation,Digital Marketing,Free,Beginner,0.0,8.95,2.14,Yolanda Levine,49,Female,Machine Learning,21,4.97,drussell,17,Male,vbernard@gmail.com
TT01132,U01812,CR00005,2025-05-02,0.0,Credit Card,TC00042,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,Yolanda Levine,49,Female,Machine Learning,21,4.97,drussell,17,Male,vbernard@gmail.com
TT01133,U01812,CR00038,2025-12-24,342.61,PayPal,TC00040,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,Kimberly Miller,49,Male,Cybersecurity,24,4.58,drussell,17,Male,vbernard@gmail.com
TT01134,U01812,CR00042,2025-11-18,0.0,Bank Transfer,TC00040,Investment Strategies,Finance,Free,Intermediate,0.0,34.83,4.1,Kimberly Miller,49,Male,Cybersecurity,24,4.58,drussell,17,Male,vbernard@gmail.com
TT01135,U01820,CR00007,2025-09-09,0.0,PayPal,TC00040,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,Kimberly Miller,49,Male,Cybersecurity,24,4.58,vmorrow,24,Male,douglas57@gmail.com
TT01136,U01820,CR00022,2025-07-09,0.0,PayPal,TC00042,Data Visualization,Data Science,Free,Beginner,0.0,32.64,3.65,Yolanda Levine,49,Female,Machine Learning,21,4.97,vmorrow,24,Male,douglas57@gmail.com
TT01137,U01820,CR00046,2025-06-14,248.1,PayPal,TC00042,AI for Beginners,Artificial Intelligence,Paid,Beginner,248.1,9.4,1.2,Yolanda Levine,49,Female,Machine Learning,21,4.97,vmorrow,24,Male,douglas57@gmail.com
TT01138,U01820,CR00012,2025-01-13,487.92,PayPal,TC00042,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,Yolanda Levine,49,Female,Machine Learning,21,4.97,vmorrow,24,Male,douglas57@gmail.com
TT01139,U01820,CR00038,2025-12-06,342.61,Bank Transfer,TC00040,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,Kimberly Miller,49,Male,Cybersecurity,24,4.58,vmorrow,24,Male,douglas57@gmail.com
TT01140,U01822,CR00044,2025-10-10,119.04,PayPal,TC00042,Personal Finance,Finance,Paid,Intermediate,119.04,23.41,2.75,Yolanda Levine,49,Female,Machine Learning,21,4.97,harriseric,22,Male,clee@yahoo.com
TT01141,U01822,CR00058,2025-04-02,0.0,Credit Card,TC00042,Social Media Strategy,Digital Marketing,Free,Beginner,0.0,1.46,4.44,Yolanda Levine,49,Female,Machine Learning,21,4.97,harriseric,22,Male,clee@yahoo.com
TT01142,U01822,CR00043,2025-08-11,0.0,Credit Card,TC00042,Corporate Finance,Finance,Free,Beginner,0.0,31.77,4.14,Yolanda Levine,49,Female,Machine Learning,21,4.97,harriseric,22,Male,clee@yahoo.com
TT01143,U01822,CR00027,2025-03-11,0.0,Credit Card,TC00042,Neural Networks,Machine Learning,Free,Advanced,0.0,9.3,1.81,Yolanda Levine,49,Female,Machine Learning,21,4.97,harriseric,22,Male,clee@yahoo.com
TT01144,U01822,CR00029,2025-03-03,0.0,Bank Transfer,TC00042,Natural Language Processing,Machine Learning,Free,Beginner,0.0,16.33,1.13,Yolanda Levine,49,Female,Machine Learning,21,4.97,harriseric,22,Male,clee@yahoo.com
TT01145,U01825,CR00059,2025-05-04,0.0,Credit Card,TC00040,Affiliate Marketing,Digital Marketing,Free,Intermediate,0.0,5.95,4.66,Kimberly Miller,49,Male,Cybersecurity,24,4.58,jeff93,25,Male,xchavez@gmail.com
TT01146,U01825,CR00045,2025-09-06,0.0,Bank Transfer,TC00040,Financial Modeling,Finance,Free,Advanced,0.0,6.36,1.59,Kimberly Miller,49,Male,Cybersecurity,24,4.58,jeff93,25,Male,xchavez@gmail.com
TT01147,U01825,CR00029,2025-03-06,0.0,Credit Card,TC00042,Natural Language Processing,Machine Learning,Free,Beginner,0.0,16.33,1.13,Yolanda Levine,49,Female,Machine Learning,21,4.97,jeff93,25,Male,xchavez@gmail.com
TT01148,U01840,CR00055,2025-01-22,57.32,PayPal,TC00042,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,Yolanda Levine,49,Female,Machine Learning,21,4.97,bradley44,35,Female,sharris@hotmail.com
TT01149,U01840,CR00037,2025-05-03,0.0,PayPal,TC00040,Scrum Essentials,Project Management,Free,Intermediate,0.0,33.93,3.45,Kimberly Miller,49,Male,Cybersecurity,24,4.58,bradley44,35,Female,sharris@hotmail.com
TT01150,U01840,CR00015,2025-04-25,285.05,PayPal,TC00040,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,Kimberly Miller,49,Male,Cybersecurity,24,4.58,bradley44,35,Female,sharris@hotmail.com
TT01151,U01840,CR00028,2025-05-02,0.78,PayPal,TC00042,Deep Learning,Machine Learning,Paid,Advanced,0.78,44.96,3.89,Yolanda Levine,49,Female,Machine Learning,21,4.97,bradley44,35,Female,sharris@hotmail.com
TT01152,U01842,CR00048,2025-07-04,0.0,PayPal,TC00040,AI Ethics,Artificial Intelligence,Free,Beginner,0.0,42.7,3.64,Kimberly Miller,49,Male,Cybersecurity,24,4.58,serranoandre,33,Female,john25@outlook.com
TT01153,U01842,CR00001,2025-04-11,472.28,PayPal,TC00042,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,Yolanda Levine,49,Female,Machine Learning,21,4.97,serranoandre,33,Female,john25@outlook.com
TT01154,U01842,CR00020,2025-07-11,0.0,Credit Card,TC00040,Email Marketing,Marketing,Free,Intermediate,0.0,46.25,4.11,Kimberly Miller,49,Male,Cybersecurity,24,4.58,serranoandre,33,Female,john25@outlook.com
TT01155,U01854,CR00051,2025-07-30,37.89,Credit Card,TC00042,HTML & CSS,Web Development,Paid,Advanced,37.89,24.11,1.3,Yolanda Levine,49,Female,Machine Learning,21,4.97,pruittdavid,16,Male,ryan07@gmail.com
TT01156,U01854,CR00023,2025-01-09,0.0,Credit Card,TC00040,Machine Learning Fundamentals,Data Science,Free,Intermediate,0.0,9.71,3.02,Kimberly Miller,49,Male,Cybersecurity,24,4.58,pruittdavid,16,Male,ryan07@gmail.com
TT01157,U01854,CR00020,2025-01-27,0.0,PayPal,TC00042,Email Marketing,Marketing,Free,Intermediate,0.0,46.25,4.11,Yolanda Levine,49,Female,Machine Learning,21,4.97,pruittdavid,16,Male,ryan07@gmail.com
TT01158,U01854,CR00042,2025-03-04,0.0,Bank Transfer,TC00040,Investment Strategies,Finance,Free,Intermediate,0.0,34.83,4.1,Kimberly Miller,49,Male,Cybersecurity,24,4.58,pruittdavid,16,Male,ryan07@gmail.com
TT01159,U01867,CR00020,2025-05-20,0.0,Bank Transfer,TC00042,Email Marketing,Marketing,Free,Intermediate,0.0,46.25,4.11,Yolanda Levine,49,Female,Machine Learning,21,4.97,monica16,24,Female,shari53@gmail.com
TT01160,U01867,CR00054,2025-08-23,0.0,Credit Card,TC00042,Backend Development with Node.js,Web Development,Free,Beginner,0.0,48.57,3.32,Yolanda Levine,49,Female,Machine Learning,21,4.97,monica16,24,Female,shari53@gmail.com
TT01161,U01867,CR00047,2025-06-08,89.59,PayPal,TC00040,Natural Language Processing,Artificial Intelligence,Paid,Intermediate,89.59,1.55,2.68,Kimberly Miller,49,Male,Cybersecurity,24,4.58,monica16,24,Female,shari53@gmail.com
TT01162,U01871,CR00008,2025-08-19,0.0,Bank Transfer,TC00040,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,Kimberly Miller,49,Male,Cybersecurity,24,4.58,danielparks,21,Male,debra91@hotmail.com
TT01163,U01871,CR00037,2025-03-21,0.0,PayPal,TC00042,Scrum Essentials,Project Management,Free,Intermediate,0.0,33.93,3.45,Yolanda Levine,49,Female,Machine Learning,21,4.97,danielparks,21,Male,debra91@hotmail.com
TT01164,U01871,CR00049,2025-09-21,415.51,Bank Transfer,TC00042,Deep Learning,Artificial Intelligence,Paid,Intermediate,415.51,28.33,3.11,Yolanda Levine,49,Female,Machine Learning,21,4.97,danielparks,21,Male,debra91@hotmail.com
TT01165,U01871,CR00007,2025-05-22,0.0,Bank Transfer,TC00040,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,Kimberly Miller,49,Male,Cybersecurity,24,4.58,danielparks,21,Male,debra91@hotmail.com
TT01166,U01872,CR00040,2025-01-30,327.99,PayPal,TC00040,Leadership in Projects,Project Management,Paid,Beginner,327.99,12.13,1.51,Kimberly Miller,49,Male,Cybersecurity,24,4.58,gatesbrittany,28,Female,bobby06@outlook.com
TT01167,U01872,CR00042,2025-05-17,0.0,Bank Transfer,TC00042,Investment Strategies,Finance,Free,Intermediate,0.0,34.83,4.1,Yolanda Levine,49,Female,Machine Learning,21,4.97,gatesbrittany,28,Female,bobby06@outlook.com
TT01168,U01872,CR00023,2025-06-09,0.0,Credit Card,TC00042,Machine Learning Fundamentals,Data Science,Free,Intermediate,0.0,9.71,3.02,Yolanda Levine,49,Female,Machine Learning,21,4.97,gatesbrittany,28,Female,bobby06@outlook.com
TT01169,U01876,CR00035,2025-09-25,0.0,Bank Transfer,TC00040,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,Kimberly Miller,49,Male,Cybersecurity,24,4.58,pam38,17,Male,suzanne43@outlook.com
TT01170,U01876,CR00003,2025-03-03,0.0,Credit Card,TC00040,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,Kimberly Miller,49,Male,Cybersecurity,24,4.58,pam38,17,Male,suzanne43@outlook.com
TT01171,U01876,CR00053,2025-07-13,0.0,PayPal,TC00042,React for Beginners,Web Development,Free,Advanced,0.0,40.07,2.67,Yolanda Levine,49,Female,Machine Learning,21,4.97,pam38,17,Male,suzanne43@outlook.com
TT01172,U01876,CR00033,2025-06-04,0.0,Credit Card,TC00040,Cybersecurity Fundamentals,Cybersecurity,Free,Intermediate,0.0,48.25,3.93,Kimberly Miller,49,Male,Cybersecurity,24,4.58,pam38,17,Male,suzanne43@outlook.com
TT01173,U01876,CR00013,2025-02-13,0.0,PayPal,TC00040,Finance for Startups,Business,Free,Advanced,0.0,15.84,2.0,Kimberly Miller,49,Male,Cybersecurity,24,4.58,pam38,17,Male,suzanne43@outlook.com
TT01174,U01877,CR00019,2025-09-15,0.0,Credit Card,TC00042,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98,Yolanda Levine,49,Female,Machine Learning,21,4.97,elizabethmassey,19,Male,kimberlydorsey@gmail.com
TT01175,U01877,CR00039,2025-09-26,346.71,Bank Transfer,TC00040,Project Planning,Project Management,Paid,Advanced,346.71,3.42,1.23,Kimberly Miller,49,Male,Cybersecurity,24,4.58,elizabethmassey,19,Male,kimberlydorsey@gmail.com
TT01176,U01877,CR00059,2025-08-19,0.0,Credit Card,TC00040,Affiliate Marketing,Digital Marketing,Free,Intermediate,0.0,5.95,4.66,Kimberly Miller,49,Male,Cybersecurity,24,4.58,elizabethmassey,19,Male,kimberlydorsey@gmail.com
TT01177,U01879,CR00012,2025-06-25,487.92,Credit Card,TC00042,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,Yolanda Levine,49,Female,Machine Learning,21,4.97,davidkemp,32,Female,jeffrey17@outlook.com
TT01178,U01879,CR00015,2025-05-15,285.05,PayPal,TC00040,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,Kimberly Miller,49,Male,Cybersecurity,24,4.58,davidkemp,32,Female,jeffrey17@outlook.com
TT01179,U01879,CR00025,2025-01-28,299.57,Credit Card,TC00040,Statistical Analysis,Data Science,Paid,Beginner,299.57,48.32,3.74,Kimberly Miller,49,Male,Cybersecurity,24,4.58,davidkemp,32,Female,jeffrey17@outlook.com
TT01180,U01879,CR00010,2025-09-12,0.0,PayPal,TC00040,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,Kimberly Miller,49,Male,Cybersecurity,24,4.58,davidkemp,32,Female,jeffrey17@outlook.com
TT01181,U01879,CR00045,2025-07-10,0.0,Credit Card,TC00040,Financial Modeling,Finance,Free,Advanced,0.0,6.36,1.59,Kimberly Miller,49,Male,Cybersecurity,24,4.58,davidkemp,32,Female,jeffrey17@outlook.com
TT01182,U01893,CR00004,2025-04-15,0.0,PayPal,TC00040,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,Kimberly Miller,49,Male,Cybersecurity,24,4.58,michaelsloan,23,Female,debra53@outlook.com
TT01183,U01893,CR00057,2025-07-28,177.34,Credit Card,TC00040,SEO for E-commerce,Digital Marketing,Paid,Advanced,177.34,49.73,3.89,Kimberly Miller,49,Male,Cybersecurity,24,4.58,michaelsloan,23,Female,debra53@outlook.com
TT01184,U01893,CR00060,2025-03-22,0.0,Credit Card,TC00040,Content Creation,Digital Marketing,Free,Beginner,0.0,8.95,2.14,Kimberly Miller,49,Male,Cybersecurity,24,4.58,michaelsloan,23,Female,debra53@outlook.com
TT01185,U01896,CR00026,2025-01-24,0.0,Credit Card,TC00042,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,Yolanda Levine,49,Female,Machine Learning,21,4.97,rjones,32,Female,schultzcharles@gmail.com
TT01186,U01896,CR00020,2025-09-21,0.0,PayPal,TC00040,Email Marketing,Marketing,Free,Intermediate,0.0,46.25,4.11,Kimberly Miller,49,Male,Cybersecurity,24,4.58,rjones,32,Female,schultzcharles@gmail.com
TT01187,U01896,CR00034,2025-01-08,394.26,PayPal,TC00040,Data Encryption,Cybersecurity,Paid,Intermediate,394.26,47.44,1.35,Kimberly Miller,49,Male,Cybersecurity,24,4.58,rjones,32,Female,schultzcharles@gmail.com
TT01188,U01896,CR00033,2025-07-15,0.0,Bank Transfer,TC00040,Cybersecurity Fundamentals,Cybersecurity,Free,Intermediate,0.0,48.25,3.93,Kimberly Miller,49,Male,Cybersecurity,24,4.58,rjones,32,Female,schultzcharles@gmail.com
TT01189,U01900,CR00011,2025-04-06,326.02,Bank Transfer,TC00040,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,Kimberly Miller,49,Male,Cybersecurity,24,4.58,qwood,19,Male,williamschristopher@yahoo.com
TT01190,U01900,CR00022,2025-10-16,0.0,Credit Card,TC00040,Data Visualization,Data Science,Free,Beginner,0.0,32.64,3.65,Kimberly Miller,49,Male,Cybersecurity,24,4.58,qwood,19,Male,williamschristopher@yahoo.com
